,database_code,domain_name,database_group,language_code,language_name,status,visibility,editability,english_name,git_created_dt,git_closed_dt
695,skrwiktionary,skr.wiktionary.org,wiktionary,skr,Saraiki,open,public,public,Saraiki Wiktionary,2020-11-25,
696,skwiki,sk.wikipedia.org,wikipedia,sk,Slovak,open,public,public,Slovak Wikipedia,2012-02-24,
697,skwikibooks,sk.wikibooks.org,wikibooks,sk,Slovak,open,public,public,Slovak Wikibooks,2012-02-24,
698,skwikiquote,sk.wikiquote.org,wikiquote,sk,Slovak,open,public,public,Slovak Wikiquote,2012-02-24,
699,skwikisource,sk.wikisource.org,wikisource,sk,Slovak,open,public,public,Slovak Wikisource,2012-02-24,
700,skwiktionary,sk.wiktionary.org,wiktionary,sk,Slovak,open,public,public,Slovak Wiktionary,2012-02-24,
701,slwiki,sl.wikipedia.org,wikipedia,sl,Slovenian,open,public,public,Slovenian Wikipedia,2012-02-24,
702,slwikibooks,sl.wikibooks.org,wikibooks,sl,Slovenian,open,public,public,Slovenian Wikibooks,2012-02-24,
703,slwikiquote,sl.wikiquote.org,wikiquote,sl,Slovenian,open,public,public,Slovenian Wikiquote,2012-02-24,
704,slwikisource,sl.wikisource.org,wikisource,sl,Slovenian,open,public,public,Slovenian Wikisource,2012-02-24,
705,slwikiversity,sl.wikiversity.org,wikiversity,sl,Slovenian,open,public,public,Slovenian Wikiversity,2012-05-08,
706,slwiktionary,sl.wiktionary.org,wiktionary,sl,Slovenian,open,public,public,Slovenian Wiktionary,2012-02-24,
707,smnwiki,smn.wikipedia.org,wikipedia,smn,Inari Sami,open,public,public,Inari Sami Wikipedia,2020-10-18,
708,smwiki,sm.wikipedia.org,wikipedia,sm,Samoan,open,public,public,Samoan Wikipedia,2012-02-24,
709,smwiktionary,sm.wiktionary.org,wiktionary,sm,Samoan,open,public,public,Samoan Wiktionary,2012-02-24,
710,snwiki,sn.wikipedia.org,wikipedia,sn,Shona,open,public,public,Shona Wikipedia,2012-02-24,
711,snwiktionary,sn.wiktionary.org,wiktionary,sn,Shona,closed,public,public,Shona Wiktionary,2012-02-24,2012-02-24
712,sowiki,so.wikipedia.org,wikipedia,so,Somali,open,public,public,Somali Wikipedia,2012-02-24,
713,sowiktionary,so.wiktionary.org,wiktionary,so,Somali,open,public,public,Somali Wiktionary,2012-02-24,
714,sqwiki,sq.wikipedia.org,wikipedia,sq,Albanian,open,public,public,Albanian Wikipedia,2012-02-24,
715,sqwikibooks,sq.wikibooks.org,wikibooks,sq,Albanian,open,public,public,Albanian Wikibooks,2012-02-24,
716,sqwikinews,sq.wikinews.org,wikinews,sq,Albanian,open,public,public,Albanian Wikinews,2012-05-08,
717,sqwikiquote,sq.wikiquote.org,wikiquote,sq,Albanian,open,public,public,Albanian Wikiquote,2012-02-24,
718,sqwiktionary,sq.wiktionary.org,wiktionary,sq,Albanian,open,public,public,Albanian Wiktionary,2012-02-24,
719,srnwiki,srn.wikipedia.org,wikipedia,srn,Sranan Tongo,open,public,public,Sranan Tongo Wikipedia,2012-05-08,
720,srwiki,sr.wikipedia.org,wikipedia,sr,Serbian,open,public,public,Serbian Wikipedia,2012-02-24,
721,srwikibooks,sr.wikibooks.org,wikibooks,sr,Serbian,open,public,public,Serbian Wikibooks,2012-02-24,
722,srwikinews,sr.wikinews.org,wikinews,sr,Serbian,open,public,public,Serbian Wikinews,2012-02-24,
723,srwikiquote,sr.wikiquote.org,wikiquote,sr,Serbian,open,public,public,Serbian Wikiquote,2012-02-24,
724,srwikisource,sr.wikisource.org,wikisource,sr,Serbian,open,public,public,Serbian Wikisource,2012-02-24,
725,srwiktionary,sr.wiktionary.org,wiktionary,sr,Serbian,open,public,public,Serbian Wiktionary,2012-02-24,
726,sswiki,ss.wikipedia.org,wikipedia,ss,Swati,open,public,public,Swati Wikipedia,2012-02-24,
727,sswiktionary,ss.wiktionary.org,wiktionary,ss,Swati,open,public,public,Swati Wiktionary,2012-02-24,
728,stqwiki,stq.wikipedia.org,wikipedia,stq,Saterland Frisian,open,public,public,Saterland Frisian Wikipedia,2012-05-08,
729,stwiki,st.wikipedia.org,wikipedia,st,Southern Sotho,open,public,public,Southern Sotho Wikipedia,2012-02-24,
730,stwiktionary,st.wiktionary.org,wiktionary,st,Southern Sotho,open,public,public,Southern Sotho Wiktionary,2012-02-24,
731,suwiki,su.wikipedia.org,wikipedia,su,Sundanese,open,public,public,Sundanese Wikipedia,2012-02-24,
732,suwikibooks,su.wikibooks.org,wikibooks,su,Sundanese,closed,public,public,Sundanese Wikibooks,2012-02-24,2012-08-05
733,suwikiquote,su.wikiquote.org,wikiquote,su,Sundanese,open,public,public,Sundanese Wikiquote,2012-02-24,
734,suwiktionary,su.wiktionary.org,wiktionary,su,Sundanese,open,public,public,Sundanese Wiktionary,2012-02-24,
735,svwiki,sv.wikipedia.org,wikipedia,sv,Swedish,open,public,public,Swedish Wikipedia,2012-02-24,
736,svwikibooks,sv.wikibooks.org,wikibooks,sv,Swedish,open,public,public,Swedish Wikibooks,2012-02-24,
737,svwikinews,sv.wikinews.org,wikinews,sv,Swedish,open,public,public,Swedish Wikinews,2012-02-24,
738,svwikiquote,sv.wikiquote.org,wikiquote,sv,Swedish,open,public,public,Swedish Wikiquote,2012-02-24,
739,svwikisource,sv.wikisource.org,wikisource,sv,Swedish,open,public,public,Swedish Wikisource,2012-02-24,
740,svwikiversity,sv.wikiversity.org,wikiversity,sv,Swedish,open,public,public,Swedish Wikiversity,2012-05-08,
741,svwikivoyage,sv.wikivoyage.org,wikivoyage,sv,Swedish,open,public,public,Swedish Wikivoyage,2012-11-06,
742,svwiktionary,sv.wiktionary.org,wiktionary,sv,Swedish,open,public,public,Swedish Wiktionary,2012-02-24,
743,swwiki,sw.wikipedia.org,wikipedia,sw,Swahili,open,public,public,Swahili Wikipedia,2012-02-24,
744,swwikibooks,sw.wikibooks.org,wikibooks,sw,Swahili,closed,public,public,Swahili Wikibooks,2012-02-24,2012-02-24
745,swwiktionary,sw.wiktionary.org,wiktionary,sw,Swahili,open,public,public,Swahili Wiktionary,2012-02-24,
746,szlwiki,szl.wikipedia.org,wikipedia,szl,Silesian,open,public,public,Silesian Wikipedia,2012-05-08,
747,szywiki,szy.wikipedia.org,wikipedia,szy,Sakizaya,open,public,public,Sakizaya Wikipedia,2019-11-05,
748,tawiki,ta.wikipedia.org,wikipedia,ta,Tamil,open,public,public,Tamil Wikipedia,2012-02-24,
749,tawikibooks,ta.wikibooks.org,wikibooks,ta,Tamil,open,public,public,Tamil Wikibooks,2012-02-24,
750,tawikinews,ta.wikinews.org,wikinews,ta,Tamil,open,public,public,Tamil Wikinews,2012-02-24,
751,tawikiquote,ta.wikiquote.org,wikiquote,ta,Tamil,open,public,public,Tamil Wikiquote,2012-02-24,
752,tawikisource,ta.wikisource.org,wikisource,ta,Tamil,open,public,public,Tamil Wikisource,2012-05-08,
753,tawiktionary,ta.wiktionary.org,wiktionary,ta,Tamil,open,public,public,Tamil Wiktionary,2012-02-24,
754,taywiki,tay.wikipedia.org,wikipedia,tay,Atayal,open,public,public,Atayal Wikipedia,2021-03-15,
755,tcywiki,tcy.wikipedia.org,wikipedia,tcy,Tulu,open,public,public,Tulu Wikipedia,2016-07-21,
756,tetwiki,tet.wikipedia.org,wikipedia,tet,Tetum,open,public,public,Tetum Wikipedia,2012-02-24,
757,tewiki,te.wikipedia.org,wikipedia,te,Telugu,open,public,public,Telugu Wikipedia,2012-02-24,
758,tewikibooks,te.wikibooks.org,wikibooks,te,Telugu,open,public,public,Telugu Wikibooks,2012-02-24,
759,tewikiquote,te.wikiquote.org,wikiquote,te,Telugu,open,public,public,Telugu Wikiquote,2012-02-24,
760,tewikisource,te.wikisource.org,wikisource,te,Telugu,open,public,public,Telugu Wikisource,2012-02-24,
761,tewiktionary,te.wiktionary.org,wiktionary,te,Telugu,open,public,public,Telugu Wiktionary,2012-02-24,
762,tgwiki,tg.wikipedia.org,wikipedia,tg,Tajik,open,public,public,Tajik Wikipedia,2012-02-24,
763,tgwikibooks,tg.wikibooks.org,wikibooks,tg,Tajik,open,public,public,Tajik Wikibooks,2012-02-24,
764,tgwiktionary,tg.wiktionary.org,wiktionary,tg,Tajik,open,public,public,Tajik Wiktionary,2012-02-24,
765,thwiki,th.wikipedia.org,wikipedia,th,Thai,open,public,public,Thai Wikipedia,2012-02-24,
766,thwikibooks,th.wikibooks.org,wikibooks,th,Thai,open,public,public,Thai Wikibooks,2012-02-24,
767,thwikinews,th.wikinews.org,wikinews,th,Thai,closed,public,public,Thai Wikinews,2012-02-24,2012-02-24
768,thwikiquote,th.wikiquote.org,wikiquote,th,Thai,open,public,public,Thai Wikiquote,2012-02-24,
769,thwikisource,th.wikisource.org,wikisource,th,Thai,open,public,public,Thai Wikisource,2012-02-24,
770,thwiktionary,th.wiktionary.org,wiktionary,th,Thai,open,public,public,Thai Wiktionary,2012-02-24,
771,tiwiki,ti.wikipedia.org,wikipedia,ti,Tigrinya,open,public,public,Tigrinya Wikipedia,2012-02-24,
772,tiwiktionary,ti.wiktionary.org,wiktionary,ti,Tigrinya,open,public,public,Tigrinya Wiktionary,2012-02-24,
773,tkwiki,tk.wikipedia.org,wikipedia,tk,Turkmen,open,public,public,Turkmen Wikipedia,2012-02-24,
774,tkwikibooks,tk.wikibooks.org,wikibooks,tk,Turkmen,closed,public,public,Turkmen Wikibooks,2012-02-24,2012-02-24
775,tkwikiquote,tk.wikiquote.org,wikiquote,tk,Turkmen,closed,public,public,Turkmen Wikiquote,2012-02-24,2012-02-24
776,tkwiktionary,tk.wiktionary.org,wiktionary,tk,Turkmen,open,public,public,Turkmen Wiktionary,2012-02-24,
777,tlwiki,tl.wikipedia.org,wikipedia,tl,Tagalog,open,public,public,Tagalog Wikipedia,2012-02-24,
778,tlwikibooks,tl.wikibooks.org,wikibooks,tl,Tagalog,open,public,public,Tagalog Wikibooks,2012-02-24,
779,tlwikiquote,tl.wikiquote.org,wikiquote,tl,Tagalog,open,public,public,Tagalog Wikiquote,2022-10-10,
780,tlwiktionary,tl.wiktionary.org,wiktionary,tl,Tagalog,open,public,public,Tagalog Wiktionary,2012-02-24,
781,tnwiki,tn.wikipedia.org,wikipedia,tn,Tswana,open,public,public,Tswana Wikipedia,2012-02-24,
782,tnwiktionary,tn.wiktionary.org,wiktionary,tn,Tswana,open,public,public,Tswana Wiktionary,2012-02-24,
783,towiki,to.wikipedia.org,wikipedia,to,Tongan,open,public,public,Tongan Wikipedia,2012-02-24,
784,towiktionary,to.wiktionary.org,wiktionary,to,Tongan,closed,public,public,Tongan Wiktionary,2012-02-24,2012-02-24
785,tpiwiki,tpi.wikipedia.org,wikipedia,tpi,Tok Pisin,open,public,public,Tok Pisin Wikipedia,2012-02-24,
786,tpiwiktionary,tpi.wiktionary.org,wiktionary,tpi,Tok Pisin,open,public,public,Tok Pisin Wiktionary,2012-02-24,
787,trvwiki,trv.wikipedia.org,wikipedia,trv,Taroko,open,public,public,Seediq Wikipedia,2021-03-15,
788,trwiki,tr.wikipedia.org,wikipedia,tr,Turkish,open,public,public,Turkish Wikipedia,2012-02-24,
789,trwikibooks,tr.wikibooks.org,wikibooks,tr,Turkish,open,public,public,Turkish Wikibooks,2012-02-24,
790,trwikinews,tr.wikinews.org,wikinews,tr,Turkish,closed,public,public,Turkish Wikinews,2012-05-08,2020-06-16
791,trwikiquote,tr.wikiquote.org,wikiquote,tr,Turkish,open,public,public,Turkish Wikiquote,2012-02-24,
792,trwikisource,tr.wikisource.org,wikisource,tr,Turkish,open,public,public,Turkish Wikisource,2012-02-24,
793,trwikivoyage,tr.wikivoyage.org,wikivoyage,tr,Turkish,open,public,public,Turkish Wikivoyage,2021-01-19,
794,trwiktionary,tr.wiktionary.org,wiktionary,tr,Turkish,open,public,public,Turkish Wiktionary,2012-02-24,
795,tswiki,ts.wikipedia.org,wikipedia,ts,Tsonga,open,public,public,Tsonga Wikipedia,2012-02-24,
796,tswiktionary,ts.wiktionary.org,wiktionary,ts,Tsonga,open,public,public,Tsonga Wiktionary,2012-02-24,
797,ttwiki,tt.wikipedia.org,wikipedia,tt,Tatar,open,public,public,Tatar Wikipedia,2012-02-24,
798,ttwikibooks,tt.wikibooks.org,wikibooks,tt,Tatar,open,public,public,Tatar Wikibooks,2012-02-24,
799,ttwikiquote,tt.wikiquote.org,wikiquote,tt,Tatar,closed,public,public,Tatar Wikiquote,2012-02-24,2019-02-07
800,ttwiktionary,tt.wiktionary.org,wiktionary,tt,Tatar,open,public,public,Tatar Wiktionary,2012-02-24,
801,tumwiki,tum.wikipedia.org,wikipedia,tum,Tumbuka,open,public,public,Tumbuka Wikipedia,2012-02-24,
802,twwiki,tw.wikipedia.org,wikipedia,tw,Twi,open,public,public,Twi Wikipedia,2012-02-24,
803,twwiktionary,tw.wiktionary.org,wiktionary,tw,Twi,closed,public,public,Twi Wiktionary,2012-02-24,2012-02-24
804,tyvwiki,tyv.wikipedia.org,wikipedia,tyv,Tuvinian,open,public,public,Tuvinian Wikipedia,2013-07-05,
805,tywiki,ty.wikipedia.org,wikipedia,ty,Tahitian,open,public,public,Tahitian Wikipedia,2013-08-11,
806,udmwiki,udm.wikipedia.org,wikipedia,udm,Udmurt,open,public,public,Udmurt Wikipedia,2012-02-24,
807,ugwiki,ug.wikipedia.org,wikipedia,ug,Uyghur,open,public,public,Uyghur Wikipedia,2012-02-24,
808,ugwikibooks,ug.wikibooks.org,wikibooks,ug,Uyghur,closed,public,public,Uyghur Wikibooks,2012-02-24,2012-02-24
809,ugwikiquote,ug.wikiquote.org,wikiquote,ug,Uyghur,closed,public,public,Uyghur Wikiquote,2012-02-24,2012-02-24
810,ugwiktionary,ug.wiktionary.org,wiktionary,ug,Uyghur,open,public,public,Uyghur Wiktionary,2012-02-24,
811,ukwiki,uk.wikipedia.org,wikipedia,uk,Ukrainian,open,public,public,Ukrainian Wikipedia,2012-02-24,
812,ukwikibooks,uk.wikibooks.org,wikibooks,uk,Ukrainian,open,public,public,Ukrainian Wikibooks,2012-02-24,
813,ukwikinews,uk.wikinews.org,wikinews,uk,Ukrainian,open,public,public,Ukrainian Wikinews,2012-02-24,
814,ukwikiquote,uk.wikiquote.org,wikiquote,uk,Ukrainian,open,public,public,Ukrainian Wikiquote,2012-02-24,
815,ukwikisource,uk.wikisource.org,wikisource,uk,Ukrainian,open,public,public,Ukrainian Wikisource,2012-02-24,
816,ukwikivoyage,uk.wikivoyage.org,wikivoyage,uk,Ukrainian,open,public,public,Ukrainian Wikivoyage,2013-03-27,
817,ukwiktionary,uk.wiktionary.org,wiktionary,uk,Ukrainian,open,public,public,Ukrainian Wiktionary,2012-02-24,
818,urwiki,ur.wikipedia.org,wikipedia,ur,Urdu,open,public,public,Urdu Wikipedia,2012-02-24,
819,urwikibooks,ur.wikibooks.org,wikibooks,ur,Urdu,open,public,public,Urdu Wikibooks,2012-02-24,
820,urwikiquote,ur.wikiquote.org,wikiquote,ur,Urdu,open,public,public,Urdu Wikiquote,2012-02-24,
821,urwiktionary,ur.wiktionary.org,wiktionary,ur,Urdu,open,public,public,Urdu Wiktionary,2012-02-24,
822,uzwiki,uz.wikipedia.org,wikipedia,uz,Uzbek,open,public,public,Uzbek Wikipedia,2012-02-24,
823,uzwikibooks,uz.wikibooks.org,wikibooks,uz,Uzbek,closed,public,public,Uzbek Wikibooks,2012-02-24,2013-07-23
824,uzwikiquote,uz.wikiquote.org,wikiquote,uz,Uzbek,open,public,public,Uzbek Wikiquote,2012-02-24,
825,uzwiktionary,uz.wiktionary.org,wiktionary,uz,Uzbek,open,public,public,Uzbek Wiktionary,2012-02-24,
826,vecwiki,vec.wikipedia.org,wikipedia,vec,Venetian,open,public,public,Venetian Wikipedia,2012-02-24,
827,vecwikisource,vec.wikisource.org,wikisource,vec,Venetian,open,public,public,Venetian Wikisource,2012-05-08,
828,vecwiktionary,vec.wiktionary.org,wiktionary,vec,Venetian,open,public,public,Venetian Wiktionary,2013-05-16,
829,vepwiki,vep.wikipedia.org,wikipedia,vep,Veps,open,public,public,Veps Wikipedia,2012-05-08,
830,vewiki,ve.wikipedia.org,wikipedia,ve,Venda,open,public,public,Venda Wikipedia,2012-02-24,
831,viwiki,vi.wikipedia.org,wikipedia,vi,Vietnamese,open,public,public,Vietnamese Wikipedia,2012-02-24,
832,viwikibooks,vi.wikibooks.org,wikibooks,vi,Vietnamese,open,public,public,Vietnamese Wikibooks,2012-02-24,
833,viwikiquote,vi.wikiquote.org,wikiquote,vi,Vietnamese,open,public,public,Vietnamese Wikiquote,2012-02-24,
834,viwikisource,vi.wikisource.org,wikisource,vi,Vietnamese,open,public,public,Vietnamese Wikisource,2012-02-24,
835,viwikivoyage,vi.wikivoyage.org,wikivoyage,vi,Vietnamese,open,public,public,Vietnamese Wikivoyage,2013-08-11,
836,viwiktionary,vi.wiktionary.org,wiktionary,vi,Vietnamese,open,public,public,Vietnamese Wiktionary,2012-02-24,
837,vlswiki,vls.wikipedia.org,wikipedia,vls,West Flemish,open,public,public,West Flemish Wikipedia,2012-02-24,
838,vowiki,vo.wikipedia.org,wikipedia,vo,Volapük,open,public,public,Volapük Wikipedia,2012-02-24,
839,vowikibooks,vo.wikibooks.org,wikibooks,vo,Volapük,closed,public,public,Volapük Wikibooks,2012-02-24,2012-06-10
840,vowikiquote,vo.wikiquote.org,wikiquote,vo,Volapük,closed,public,public,Volapük Wikiquote,2012-02-24,2012-02-24
841,vowiktionary,vo.wiktionary.org,wiktionary,vo,Volapük,open,public,public,Volapük Wiktionary,2012-02-24,
842,warwiki,war.wikipedia.org,wikipedia,war,Waray,open,public,public,Waray Wikipedia,2012-02-24,
843,wawiki,wa.wikipedia.org,wikipedia,wa,Walloon,open,public,public,Walloon Wikipedia,2012-02-24,
844,wawikibooks,wa.wikibooks.org,wikibooks,wa,Walloon,closed,public,public,Walloon Wikibooks,2012-02-24,2012-02-24
845,wawikisource,wa.wikisource.org,wikisource,wa,Walloon,open,public,public,Walloon Wikisource,2020-12-07,
846,wawiktionary,wa.wiktionary.org,wiktionary,wa,Walloon,open,public,public,Walloon Wiktionary,2012-02-24,
847,wikidatawiki,www.wikidata.org,wikidata,en,English,open,public,public,Wikidata,2012-11-06,
848,wowiki,wo.wikipedia.org,wikipedia,wo,Wolof,open,public,public,Wolof Wikipedia,2012-02-24,
849,wowikiquote,wo.wikiquote.org,wikiquote,wo,Wolof,open,public,public,Wolof Wikiquote,2012-02-24,2023-04-11
850,wowiktionary,wo.wiktionary.org,wiktionary,wo,Wolof,open,public,public,Wolof Wiktionary,2012-02-24,
851,wuuwiki,wuu.wikipedia.org,wikipedia,wuu,Wu Chinese,open,public,public,Wu Chinese Wikipedia,2012-02-24,
852,xalwiki,xal.wikipedia.org,wikipedia,xal,Kalmyk,open,public,public,Kalmyk Wikipedia,2012-02-24,
853,xhwiki,xh.wikipedia.org,wikipedia,xh,Xhosa,open,public,public,Xhosa Wikipedia,2012-02-24,
854,xhwikibooks,xh.wikibooks.org,wikibooks,xh,Xhosa,closed,public,public,Xhosa Wikibooks,2012-02-24,2012-02-24
855,xhwiktionary,xh.wiktionary.org,wiktionary,xh,Xhosa,closed,public,public,Xhosa Wiktionary,2012-02-24,2012-02-24
856,xmfwiki,xmf.wikipedia.org,wikipedia,xmf,Mingrelian,open,public,public,Mingrelian Wikipedia,2012-05-08,
857,yiwiki,yi.wikipedia.org,wikipedia,yi,Yiddish,open,public,public,Yiddish Wikipedia,2012-02-24,
858,yiwikisource,yi.wikisource.org,wikisource,yi,Yiddish,open,public,public,Yiddish Wikisource,2012-02-24,
859,yiwiktionary,yi.wiktionary.org,wiktionary,yi,Yiddish,open,public,public,Yiddish Wiktionary,2012-02-24,
860,yowiki,yo.wikipedia.org,wikipedia,yo,Yoruba,open,public,public,Yoruba Wikipedia,2012-02-24,
861,yowikibooks,yo.wikibooks.org,wikibooks,yo,Yoruba,closed,public,public,Yoruba Wikibooks,2012-02-24,2012-02-24
862,yowiktionary,yo.wiktionary.org,wiktionary,yo,Yoruba,closed,public,public,Yoruba Wiktionary,2012-02-24,2012-02-24
863,yuewiktionary,yue.wiktionary.org,wiktionary,yue,Cantonese,open,public,public,Cantonese Wiktionary,2018-09-28,
864,zawiki,za.wikipedia.org,wikipedia,za,Zhuang,open,public,public,Zhuang Wikipedia,2012-02-24,
865,zawikibooks,za.wikibooks.org,wikibooks,za,Zhuang,closed,public,public,Zhuang Wikibooks,2012-02-24,2012-02-24
866,zawikiquote,za.wikiquote.org,wikiquote,za,Zhuang,closed,public,public,Zhuang Wikiquote,2012-02-24,2012-02-24
867,zawiktionary,za.wiktionary.org,wiktionary,za,Zhuang,closed,public,public,Zhuang Wiktionary,2012-02-24,2012-09-29
868,zeawiki,zea.wikipedia.org,wikipedia,zea,Zeelandic,open,public,public,Zeelandic Wikipedia,2012-02-24,
869,zh_classicalwiki,zh-classical.wikipedia.org,wikipedia,zh-classical,Classical Chinese,open,public,public,Classical Chinese Wikipedia,2012-02-24,
870,zh_min_nanwiki,zh-min-nan.wikipedia.org,wikipedia,zh-min-nan,Chinese (Min Nan),open,public,public,Min Nan Wikipedia,2012-02-24,
871,zh_min_nanwikibooks,zh-min-nan.wikibooks.org,wikibooks,zh-min-nan,Chinese (Min Nan),closed,public,public,Min Nan Wikibooks,2012-02-24,2012-09-29
872,zh_min_nanwikiquote,zh-min-nan.wikiquote.org,wikiquote,zh-min-nan,Chinese (Min Nan),closed,public,public,Min Nan Wikiquote,2012-02-24,2013-01-09
873,zh_min_nanwikisource,zh-min-nan.wikisource.org,wikisource,zh-min-nan,Chinese (Min Nan),open,public,public,Min Nan Wikisource,2012-02-24,
874,zh_min_nanwiktionary,zh-min-nan.wiktionary.org,wiktionary,zh-min-nan,Chinese (Min Nan),open,public,public,Min Nan Wiktionary,2012-02-24,
875,zh_yuewiki,zh-yue.wikipedia.org,wikipedia,zh-yue,Cantonese,open,public,public,Cantonese Wikipedia,2018-04-27,
876,zhwiki,zh.wikipedia.org,wikipedia,zh,Chinese,open,public,public,Chinese Wikipedia,2012-02-24,
877,zhwikibooks,zh.wikibooks.org,wikibooks,zh,Chinese,open,public,public,Chinese Wikibooks,2012-02-24,
878,zhwikinews,zh.wikinews.org,wikinews,zh,Chinese,open,public,public,Chinese Wikinews,2012-02-24,
879,zhwikiquote,zh.wikiquote.org,wikiquote,zh,Chinese,open,public,public,Chinese Wikiquote,2012-02-24,
880,zhwikisource,zh.wikisource.org,wikisource,zh,Chinese,open,public,public,Chinese Wikisource,2012-02-24,
881,zhwikiversity,zh.wikiversity.org,wikiversity,zh,Chinese,open,public,public,Chinese Wikiversity,2018-07-14,
882,zhwikivoyage,zh.wikivoyage.org,wikivoyage,zh,Chinese,open,public,public,Chinese Wikivoyage,2013-12-31,
883,zhwiktionary,zh.wiktionary.org,wiktionary,zh,Chinese,open,public,public,Chinese Wiktionary,2012-02-24,
884,zuwiki,zu.wikipedia.org,wikipedia,zu,Zulu,open,public,public,Zulu Wikipedia,2012-02-24,
885,zuwikibooks,zu.wikibooks.org,wikibooks,zu,Zulu,closed,public,public,Zulu Wikibooks,2012-02-24,2012-02-24
886,zuwiktionary,zu.wiktionary.org,wiktionary,zu,Zulu,open,public,public,Zulu Wiktionary,2012-02-24,
